file order,h,V,C,x,y,Y,X_C,Y_C,Z_C,L*,a*,b*
1158,5RP,4,10,0.396,0.2489,12,0.1909,0.12,0.1712,41.22,43.25,-6.44
1159,5RP,4,12,0.4104,0.2361,12,0.2086,0.12,0.1797,41.22,51.94,-8.15
1160,5RP,4,14,0.4225,0.2249,12,0.2254,0.12,0.1881,41.22,59.75,-9.79
1165,7.5RP,4,2,0.3371,0.3061,12,0.1322,0.12,0.1399,41.22,9.83,0.40
1166,7.5RP,4,4,0.3612,0.2963,12,0.1463,0.12,0.1387,41.22,18.64,0.68
1167,7.5RP,4,6,0.385,0.2859,12,0.1616,0.12,0.1381,41.22,27.59,0.83
1168,7.5RP,4,8,0.4072,0.275,12,0.1777,0.12,0.1387,41.22,36.41,0.68
1169,7.5RP,4,10,0.4259,0.2651,12,0.1928,0.12,0.1399,41.22,44.21,0.40
1170,7.5RP,4,12,0.445,0.2541,12,0.2102,0.12,0.1421,41.22,52.70,-0.11
1171,7.5RP,4,14,0.4629,0.2437,12,0.2279,0.12,0.1445,41.22,60.88,-0.66
1175,10RP,5,2,0.3332,0.3131,19.77,0.2104,0.1977,0.2233,51.58,8.14,1.69
1176,10RP,5,4,0.3594,0.309,19.77,0.2299,0.1977,0.2122,51.58,17.12,3.63
1177,10RP,5,6,0.3851,0.3039,19.77,0.2505,0.1977,0.2023,51.58,26.07,5.41
1178,10RP,5,8,0.4105,0.298,19.77,0.2723,0.1977,0.1934,51.58,35.02,7.07
1179,10RP,5,10,0.4332,0.2918,19.77,0.2935,0.1977,0.1863,51.58,43.28,8.42
1180,10RP,5,12,0.4579,0.2841,19.77,0.3186,0.1977,0.1795,51.58,52.56,9.75
1181,10RP,5,14,0.4767,0.2776,19.77,0.3395,0.1977,0.175,51.58,59.92,10.65
1182,10RP,5,16,0.4986,0.2695,19.77,0.3658,0.1977,0.1701,51.58,68.76,11.65
1185,2.5R,5,2,0.336,0.3158,19.77,0.2103,0.1977,0.218,51.58,8.10,2.61
1186,2.5R,5,4,0.366,0.3148,19.77,0.2299,0.1977,0.2005,51.58,17.12,5.74
1187,2.5R,5,6,0.396,0.313,19.77,0.2501,0.1977,0.1838,51.58,25.90,8.91
1188,2.5R,5,8,0.4252,0.3101,19.77,0.2711,0.1977,0.1688,51.58,34.54,11.92
1189,2.5R,5,10,0.4533,0.3058,19.77,0.2931,0.1977,0.1557,51.58,43.13,14.70
1190,2.5R,5,12,0.482,0.3002,19.77,0.3174,0.1977,0.1434,51.58,52.12,17.45
1191,2.5R,5,14,0.5047,0.295,19.77,0.3382,0.1977,0.1342,51.58,59.47,19.62
1192,2.5R,5,16,0.53,0.288,19.77,0.3638,0.1977,0.1249,51.58,68.10,21.91
1195,5R,5,2,0.3392,0.3192,19.77,0.2101,0.1977,0.2116,51.58,8.00,3.74
1196,5R,5,4,0.374,0.322,19.77,0.2296,0.1977,0.1866,51.58,16.99,8.36
1197,5R,5,6,0.4078,0.3238,19.77,0.249,0.1977,0.1639,51.58,25.44,12.94
1198,5R,5,8,0.4413,0.324,19.77,0.2693,0.1977,0.1432,51.58,33.82,17.50
1199,5R,5,10,0.4747,0.3227,19.77,0.2908,0.1977,0.1241,51.58,42.25,22.11
1200,5R,5,12,0.5071,0.3194,19.77,0.3139,0.1977,0.1074,51.58,50.86,26.55
1201,5R,5,14,0.5341,0.3158,19.77,0.3344,0.1977,0.094,51.58,58.15,30.46
1202,5R,5,16,0.5637,0.3102,19.77,0.3593,0.1977,0.0804,51.58,66.62,34.83
1203,5R,5,18,0.5918,0.3038,19.77,0.3851,0.1977,0.0679,51.58,74.98,39.30
1205,7.5R,5,2,0.3425,0.3229,19.77,0.2097,0.1977,0.2049,51.58,7.81,4.94
1206,7.5R,5,4,0.3806,0.3294,19.77,0.2284,0.1977,0.1741,51.58,16.45,10.84
1207,7.5R,5,6,0.418,0.3348,19.77,0.2468,0.1977,0.146,51.58,24.50,16.86
1208,7.5R,5,8,0.4563,0.3387,19.77,0.2663,0.1977,0.1197,51.58,32.61,23.24
1209,7.5R,5,10,0.4927,0.3399,19.77,0.2866,0.1977,0.0974,51.58,40.64,29.44
1210,7.5R,5,12,0.528,0.3389,19.77,0.308,0.1977,0.0776,51.58,48.70,35.79
1211,7.5R,5,14,0.559,0.337,19.77,0.3279,0.1977,0.061,51.58,55.87,42.01
1212,7.5R,5,16,0.5901,0.3331,19.77,0.3502,0.1977,0.0456,51.58,63.57,48.90
1213,7.5R,5,18,0.6161,0.3277,19.77,0.3717,0.1977,0.0339,51.58,70.69,55.26
1215,10R,5,2,0.3465,0.3278,19.77,0.209,0.1977,0.1964,51.58,7.48,6.50
1216,10R,5,4,0.3879,0.3398,19.77,0.2257,0.1977,0.1584,51.58,15.23,14.11
1217,10R,5,6,0.4299,0.3499,19.77,0.2429,0.1977,0.1244,51.58,22.83,22.04
1218,10R,5,8,0.4713,0.3575,19.77,0.2606,0.1977,0.0947,51.58,30.28,30.25
1219,10R,5,10,0.5113,0.363,19.77,0.2785,0.1977,0.0685,51.58,37.48,39.08
1220,10R,5,12,0.5481,0.366,19.77,0.2961,0.1977,0.0464,51.58,44.26,48.50
1221,10R,5,14,0.5771,0.3664,19.77,0.3114,0.1977,0.0305,51.58,49.95,57.38
1224,2.5YR,5,2,0.3506,0.3337,19.77,0.2077,0.1977,0.187,51.58,6.86,8.29
1225,2.5YR,5,4,0.3925,0.3494,19.77,0.2221,0.1977,0.146,51.58,13.59,16.86
1226,2.5YR,5,6,0.4365,0.364,19.77,0.2371,0.1977,0.1084,51.58,20.31,26.27
1227,2.5YR,5,8,0.4795,0.3758,19.77,0.2523,0.1977,0.0761,51.58,26.83,36.31
1228,2.5YR,5,10,0.5175,0.3844,19.77,0.2662,0.1977,0.0505,51.58,32.57,46.56
1229,2.5YR,5,12,0.5482,0.3909,19.77,0.2773,0.1977,0.0308,51.58,37.01,57.19
1232,5YR,5,2,0.353,0.3395,19.77,0.2056,0.1977,0.1791,51.58,5.85,9.83
1233,5YR,5,4,0.3968,0.3614,19.77,0.2171,0.1977,0.1323,51.58,11.29,20.08
1234,5YR,5,6,0.442,0.3808,19.77,0.2295,0.1977,0.092,51.58,16.94,31.08
1235,5YR,5,8,0.483,0.396,19.77,0.2411,0.1977,0.0604,51.58,22.05,42.26
1236,5YR,5,10,0.5161,0.4064,19.77,0.2511,0.1977,0.0377,51.58,26.32,53.05
1239,7.5YR,5,2,0.354,0.3445,19.77,0.2032,0.1977,0.173,51.58,4.69,11.06
1240,7.5YR,5,4,0.3991,0.3714,19.77,0.2124,0.1977,0.1222,51.58,9.09,22.60
1241,7.5YR,5,6,0.444,0.3954,19.77,0.222,0.1977,0.0803,51.58,13.55,34.86
1242,7.5YR,5,8,0.482,0.4141,19.77,0.2301,0.1977,0.0496,51.58,17.21,46.98
1246,10YR,5,2,0.3546,0.3514,19.77,0.1995,0.1977,0.1654,51.58,2.88,12.63
1247,10YR,5,4,0.3995,0.384,19.77,0.2057,0.1977,0.1115,51.58,5.90,25.42
1248,10YR,5,6,0.4428,0.4128,19.77,0.2121,0.1977,0.0692,51.58,8.95,38.81
1249,10YR,5,8,0.477,0.4338,19.77,0.2174,0.1977,0.0407,51.58,11.43,51.41
1252,2.5Y,5,2,0.3534,0.357,19.77,0.1957,0.1977,0.1604,51.58,1.00,13.68
1253,2.5Y,5,4,0.3968,0.3954,19.77,0.1984,0.1977,0.1039,51.58,2.34,27.54
1254,2.5Y,5,6,0.438,0.4292,19.77,0.2018,0.1977,0.0612,51.58,4.01,41.93
1255,2.5Y,5,8,0.4685,0.4524,19.77,0.2047,0.1977,0.0346,51.58,5.42,54.84
1258,5Y,5,2,0.35,0.362,19.77,0.1911,0.1977,0.1573,51.58,-1.31,14.35
1259,5Y,5,4,0.3915,0.4057,19.77,0.1908,0.1977,0.0988,51.58,-1.46,29.02
1260,5Y,5,6,0.4302,0.4435,19.77,0.1918,0.1977,0.0563,51.58,-0.95,43.98
1264,7.5Y,5,2,0.347,0.364,19.77,0.1885,0.1977,0.157,51.58,-2.63,14.42
1265,7.5Y,5,4,0.385,0.412,19.77,0.1847,0.1977,0.0974,51.58,-4.58,29.44
1266,7.5Y,5,6,0.4199,0.4551,19.77,0.1824,0.1977,0.0543,51.58,-5.78,44.85
1270,10Y,5,2,0.3422,0.3648,19.77,0.1855,0.1977,0.1588,51.58,-4.17,14.03
1271,10Y,5,4,0.3762,0.4158,19.77,0.1789,0.1977,0.0989,51.58,-7.61,28.99
1272,10Y,5,6,0.4072,0.4621,19.77,0.1742,0.1977,0.0559,51.58,-10.12,44.15
1276,2.5GY,5,2,0.3352,0.3636,19.77,0.1823,0.1977,0.1638,51.58,-5.83,12.96
1277,2.5GY,5,4,0.3621,0.4143,19.77,0.1728,0.1977,0.1067,51.58,-10.87,26.75
1278,2.5GY,5,6,0.3879,0.4646,19.77,0.1651,0.1977,0.0628,51.58,-15.10,41.29
1282,5GY,5,2,0.3289,0.3612,19.77,0.18,0.1977,0.1696,51.58,-7.03,11.75
1283,5GY,5,4,0.3482,0.4097,19.77,0.168,0.1977,0.1168,51.58,-13.50,24.00
1284,5GY,5,6,0.3663,0.4614,19.77,0.157,0.1977,0.0738,51.58,-19.70,37.13
1285,5GY,5,8,0.3815,0.5093,19.77,0.1481,0.1977,0.0424,51.58,-24.93,50.52
1288,7.5GY,5,2,0.3188,0.356,19.77,0.177,0.1977,0.1806,51.58,-8.62,9.54
1289,7.5GY,5,4,0.3274,0.3994,19.77,0.1621,0.1977,0.1352,51.58,-16.79,19.38
1290,7.5GY,5,6,0.3354,0.4483,19.77,0.1479,0.1977,0.0954,51.58,-25.05,30.04
1291,7.5GY,5,8,0.3412,0.4976,19.77,0.1356,0.1977,0.064,51.58,-32.64,40.81
1292,7.5GY,5,10,0.3451,0.549,19.77,0.1243,0.1977,0.0381,51.58,-40.04,52.83
1295,10GY,5,2,0.311,0.3508,19.77,0.1753,0.1977,0.1906,51.58,-9.53,7.60
1296,10GY,5,4,0.3111,0.3881,19.77,0.1585,0.1977,0.1532,51.58,-18.83,15.25
1297,10GY,5,6,0.3108,0.4301,19.77,0.1429,0.1977,0.1191,51.58,-28.08,23.40
1298,10GY,5,8,0.308,0.4759,19.77,0.128,0.1977,0.0898,51.58,-37.57,31.76
1299,10GY,5,10,0.3028,0.5237,19.77,0.1143,0.1977,0.0655,51.58,-46.96,40.22
1304,2.5G,5,2,0.303,0.3445,19.77,0.1739,0.1977,0.2023,51.58,-10.28,5.41
1305,2.5G,5,4,0.2943,0.3735,19.77,0.1558,0.1977,0.1758,51.58,-20.39,10.49
1306,2.5G,5,6,0.2841,0.4045,19.77,0.1389,0.1977,0.1522,51.58,-30.56,15.47
1307,2.5G,5,8,0.271,0.438,19.77,0.1223,0.1977,0.1313,51.58,-41.39,20.32
1318,5G,5,2,0.2978,0.3392,19.77,0.1736,0.1977,0.2116,51.58,-10.44,3.74
1319,5G,5,4,0.2841,0.3628,19.77,0.1548,0.1977,0.1924,51.58,-20.97,7.26
1320,5G,5,6,0.269,0.386,19.77,0.1378,0.1977,0.1767,51.58,-31.25,10.31
1332,7.5G,5,2,0.2945,0.3355,19.77,0.1735,0.1977,0.218,51.58,-10.50,2.61
1333,7.5G,5,4,0.2775,0.3545,19.77,0.1548,0.1977,0.2052,51.58,-20.97,4.88
1334,7.5G,5,6,0.2598,0.3724,19.77,0.1379,0.1977,0.1953,51.58,-31.19,6.71
1346,10G,5,2,0.291,0.331,19.77,0.1738,0.1977,0.2258,51.58,-10.34,1.27
1347,10G,5,4,0.2711,0.3455,19.77,0.1551,0.1977,0.2194,51.58,-20.80,2.37
1348,10G,5,6,0.2519,0.3587,19.77,0.1388,0.1977,0.2146,51.58,-30.62,3.21
1360,2.5BG,5,2,0.288,0.327,19.77,0.1741,0.1977,0.2328,51.58,-10.17,0.09
1361,2.5BG,5,4,0.2659,0.3369,19.77,0.156,0.1977,0.2331,51.58,-20.27,0.04
1362,2.5BG,5,6,0.2448,0.3452,19.77,0.1402,0.1977,0.2348,51.58,-29.75,-0.24
1372,5BG,5,2,0.2841,0.321,19.77,0.175,0.1977,0.2432,51.58,-9.69,-1.62
1373,5BG,5,4,0.2591,0.3246,19.77,0.1578,0.1977,0.2536,51.58,-19.24,-3.28
1374,5BG,5,6,0.236,0.327,19.77,0.1427,0.1977,0.2642,51.58,-28.20,-4.93
1383,7.5BG,5,2,0.2812,0.3161,19.77,0.1759,0.1977,0.2519,51.58,-9.21,-3.01
1384,7.5BG,5,4,0.255,0.315,19.77,0.16,0.1977,0.2699,51.58,-17.98,-5.79
1385,7.5BG,5,6,0.2292,0.3125,19.77,0.145,0.1977,0.2899,51.58,-26.80,-8.74
1392,10BG,5,2,0.2796,0.3111,19.77,0.1777,0.1977,0.2601,51.58,-8.25,-4.29
1393,10BG,5,4,0.2512,0.304,19.77,0.1634,0.1977,0.2893,51.58,-16.05,-8.66
1394,10BG,5,6,0.2234,0.2952,19.77,0.1496,0.1977,0.3224,51.58,-24.03,-13.26
1400,2.5B,5,2,0.2791,0.3071,19.77,0.1797,0.1977,0.2664,51.58,-7.19,-5.26
1401,2.5B,5,4,0.2492,0.2954,19.77,0.1668,0.1977,0.3048,51.58,-14.16,-10.85
1402,2.5B,5,6,0.221,0.2823,19.77,0.1548,0.1977,0.3478,51.58,-20.97,-16.58
1408,5B,5,2,0.2794,0.3032,19.77,0.1822,0.1977,0.2722,51.58,-5.88,-6.14
1409,5B,5,4,0.2493,0.2879,19.77,0.1712,0.1977,0.3178,51.58,-11.74,-12.64
1410,5B,5,6,0.2215,0.2701,19.77,0.1621,0.1977,0.3721,51.58,-16.79,-19.61
1416,7.5B,5,2,0.2803,0.3,19.77,0.1847,0.1977,0.2766,51.58,-4.58,-6.80
1417,7.5B,5,4,0.2511,0.2808,19.77,0.1768,0.1977,0.3296,51.58,-8.73,-14.22
1418,7.5B,5,6,0.2248,0.2612,19.77,0.1701,0.1977,0.389,51.58,-12.34,-21.64
1424,10B,5,2,0.2821,0.2966,19.77,0.188,0.1977,0.2808,51.58,-2.88,-7.42
1425,10B,5,4,0.2547,0.2757,19.77,0.1826,0.1977,0.3367,51.58,-5.67,-15.15
1426,10B,5,6,0.2299,0.2548,19.77,0.1784,0.1977,0.3998,51.58,-7.88,-22.91
1427,10B,5,8,0.2067,0.2344,19.77,0.1743,0.1977,0.4714,51.58,-10.07,-30.78
1433,2.5PB,5,2,0.2847,0.2942,19.77,0.1913,0.1977,0.283,51.58,-1.21,-7.74
1434,2.5PB,5,4,0.26,0.272,19.77,0.189,0.1977,0.3402,51.58,-2.37,-15.60
1435,2.5PB,5,6,0.2365,0.2488,19.77,0.1879,0.1977,0.409,51.58,-2.93,-23.97
1436,2.5PB,5,8,0.2157,0.2278,19.77,0.1872,0.1977,0.483,51.58,-3.29,-31.98
1437,2.5PB,5,10,0.1968,0.2078,19.77,0.1872,0.1977,0.5665,51.58,-3.29,-40.08
1442,5PB,5,2,0.2882,0.2923,19.77,0.1949,0.1977,0.2837,51.58,0.60,-7.84
1443,5PB,5,4,0.2662,0.2687,19.77,0.1959,0.1977,0.3422,51.58,1.10,-15.86
1444,5PB,5,6,0.2447,0.2449,19.77,0.1975,0.1977,0.412,51.58,1.89,-24.31
1445,5PB,5,8,0.2255,0.2239,19.77,0.1991,0.1977,0.4862,51.58,2.68,-32.30
1446,5PB,5,10,0.208,0.2041,19.77,0.2015,0.1977,0.5695,51.58,3.86,-40.36
1447,5PB,5,12,0.1918,0.1858,19.77,0.2041,0.1977,0.6623,51.58,5.12,-48.45
1451,7.5PB,5,2,0.2918,0.2908,19.77,0.1984,0.1977,0.2838,51.58,2.34,-7.86
1452,7.5PB,5,4,0.2739,0.2666,19.77,0.2031,0.1977,0.3407,51.58,4.64,-15.67
1453,7.5PB,5,6,0.2563,0.2417,19.77,0.2096,0.1977,0.4106,51.58,7.76,-24.15
1454,7.5PB,5,8,0.2417,0.2204,19.77,0.2168,0.1977,0.4825,51.58,11.15,-31.93
1455,7.5PB,5,10,0.2285,0.202,19.77,0.2236,0.1977,0.5574,51.58,14.28,-39.24
1456,7.5PB,5,12,0.2157,0.183,19.77,0.233,0.1977,0.6496,51.58,18.50,-47.39
1457,7.5PB,5,14,0.2042,0.1661,19.77,0.243,0.1977,0.7495,51.58,22.87,-55.40
1458,7.5PB,5,16,0.1945,0.1511,19.77,0.2545,0.1977,0.8562,51.58,27.75,-63.20
1459,7.5PB,5,18,0.1862,0.1365,19.77,0.2697,0.1977,0.981,51.58,33.98,-71.53
1460,7.5PB,5,20,0.1794,0.1239,19.77,0.2863,0.1977,1.1117,51.58,40.52,-79.54
1461,10PB,5,2,0.2959,0.2905,19.77,0.2014,0.1977,0.2815,51.58,3.81,-7.52
1462,10PB,5,4,0.2821,0.2659,19.77,0.2097,0.1977,0.3361,51.58,7.81,-15.07
1463,10PB,5,6,0.2686,0.2412,19.77,0.2202,0.1977,0.4018,51.58,12.72,-23.14
1464,10PB,5,8,0.2572,0.2211,19.77,0.23,0.1977,0.4665,51.58,17.17,-30.27
1465,10PB,5,10,0.2478,0.203,19.77,0.2413,0.1977,0.5349,51.58,22.14,-37.11
1466,10PB,5,12,0.2384,0.1857,19.77,0.2538,0.1977,0.6131,51.58,27.46,-44.26
1467,10PB,5,14,0.2299,0.1698,19.77,0.2677,0.1977,0.6989,51.58,33.17,-51.44
1468,10PB,5,16,0.2224,0.1555,19.77,0.2828,0.1977,0.7909,51.58,39.16,-58.51
1469,10PB,5,18,0.2174,0.1444,19.77,0.2976,0.1977,0.8738,51.58,44.83,-64.42
1470,10PB,5,20,0.2121,0.1329,19.77,0.3155,0.1977,0.9744,51.58,51.44,-71.11
1471,10PB,5,22,0.2082,0.1225,19.77,0.336,0.1977,1.0802,51.58,58.71,-77.67
1472,2.5P,5,2,0.3,0.2912,19.77,0.2037,0.1977,0.2775,51.58,4.93,-6.93
1473,2.5P,5,4,0.2898,0.2667,19.77,0.2148,0.1977,0.3288,51.58,10.22,-14.11
1474,2.5P,5,6,0.2806,0.2444,19.77,0.227,0.1977,0.3842,51.58,15.82,-21.07
1475,2.5P,5,8,0.2728,0.224,19.77,0.2408,0.1977,0.4441,51.58,21.92,-27.88
1476,2.5P,5,10,0.2665,0.2075,19.77,0.2539,0.1977,0.5012,51.58,27.50,-33.82
1477,2.5P,5,12,0.2608,0.1913,19.77,0.2695,0.1977,0.5662,51.58,33.90,-40.05
1478,2.5P,5,14,0.256,0.1774,19.77,0.2853,0.1977,0.6314,51.58,40.13,-45.85
1479,2.5P,5,16,0.2515,0.1644,19.77,0.3024,0.1977,0.7024,51.58,46.63,-51.72
1480,2.5P,5,18,0.2476,0.1532,19.77,0.3195,0.1977,0.7732,51.58,52.88,-57.19
1481,2.5P,5,20,0.2438,0.1419,19.77,0.3397,0.1977,0.8559,51.58,59.99,-63.18
1482,2.5P,5,22,0.2402,0.1315,19.77,0.3611,0.1977,0.9446,51.58,67.21,-69.18
1483,2.5P,5,24,0.2372,0.1223,19.77,0.3834,0.1977,1.0354,51.58,74.44,-74.95
1484,2.5P,5,26,0.2348,0.114,19.77,0.4072,0.1977,1.1293,51.58,81.86,-80.57
1485,5P,5,2,0.3045,0.2928,19.77,0.2056,0.1977,0.2719,51.58,5.85,-6.09
1486,5P,5,4,0.2986,0.2699,19.77,0.2187,0.1977,0.3161,51.58,12.03,-12.41
1487,5P,5,6,0.2932,0.2487,19.77,0.2331,0.1977,0.3642,51.58,18.55,-18.64
1488,5P,5,8,0.2885,0.2296,19.77,0.2484,0.1977,0.4149,51.58,25.18,-24.64
1489,5P,5,10,0.2845,0.2137,19.77,0.2632,0.1977,0.4642,51.58,31.35,-30.02
1490,5P,5,12,0.2806,0.1977,19.77,0.2806,0.1977,0.5217,51.58,38.30,-35.84
1491,5P,5,14,0.2775,0.1847,19.77,0.297,0.1977,0.5757,51.58,44.60,-40.93
1492,5P,5,16,0.2744,0.1718,19.77,0.3158,0.1977,0.6373,51.58,51.55,-46.35
1493,5P,5,18,0.2718,0.1604,19.77,0.335,0.1977,0.6998,51.58,58.36,-51.51
1494,5P,5,20,0.2694,0.1499,19.77,0.3553,0.1977,0.7659,51.58,65.28,-56.64
1495,5P,5,22,0.2673,0.1398,19.77,0.378,0.1977,0.8385,51.58,72.72,-61.95
1496,5P,5,24,0.2652,0.1304,19.77,0.4021,0.1977,0.9163,51.58,80.30,-67.31
1497,5P,5,26,0.2635,0.1224,19.77,0.4256,0.1977,0.9919,51.58,87.40,-72.23
1499,7.5P,5,2,0.3103,0.2959,19.77,0.2073,0.1977,0.2631,51.58,6.67,-4.76
1500,7.5P,5,4,0.31,0.275,19.77,0.2229,0.1977,0.2983,51.58,13.96,-9.94
1501,7.5P,5,6,0.3093,0.2555,19.77,0.2393,0.1977,0.3367,51.58,21.27,-15.15
1502,7.5P,5,8,0.3087,0.2375,19.77,0.257,0.1977,0.3778,51.58,28.79,-20.30
1503,7.5P,5,10,0.308,0.223,19.77,0.2731,0.1977,0.4158,51.58,35.34,-24.74
1504,7.5P,5,12,0.3071,0.208,19.77,0.2919,0.1977,0.4609,51.58,42.67,-29.68
1505,7.5P,5,14,0.3068,0.1951,19.77,0.3109,0.1977,0.5047,51.58,49.76,-34.17
1506,7.5P,5,16,0.306,0.183,19.77,0.3306,0.1977,0.552,51.58,56.82,-38.73
1507,7.5P,5,18,0.3052,0.1711,19.77,0.3526,0.1977,0.6051,51.58,64.38,-43.56
1508,7.5P,5,20,0.3042,0.1606,19.77,0.3745,0.1977,0.6588,51.58,71.59,-48.16
1509,7.5P,5,22,0.3038,0.15,19.77,0.4004,0.1977,0.7199,51.58,79.77,-53.10
1514,10P,5,2,0.3148,0.2986,19.77,0.2084,0.1977,0.256,51.58,7.19,-3.66
1515,10P,5,4,0.3198,0.2807,19.77,0.2252,0.1977,0.2814,51.58,15.01,-7.51
1516,10P,5,6,0.3243,0.263,19.77,0.2438,0.1977,0.3102,51.58,23.22,-11.60
1517,10P,5,8,0.328,0.2464,19.77,0.2632,0.1977,0.3415,51.58,31.35,-15.77
1518,10P,5,10,0.3308,0.2328,19.77,0.2809,0.1977,0.3706,51.58,38.42,-19.43
1519,10P,5,12,0.3335,0.2187,19.77,0.3015,0.1977,0.4048,51.58,46.29,-23.49
1520,10P,5,14,0.336,0.2066,19.77,0.3215,0.1977,0.4377,51.58,53.60,-27.18
1521,10P,5,16,0.3382,0.1951,19.77,0.3427,0.1977,0.4729,51.58,61.02,-30.93
1522,10P,5,18,0.3401,0.184,19.77,0.3654,0.1977,0.5113,51.58,68.63,-34.82
1523,10P,5,20,0.3422,0.1735,19.77,0.3899,0.1977,0.5519,51.58,76.50,-38.73
1529,2.5RP,5,2,0.3199,0.3019,19.77,0.2095,0.1977,0.2477,51.58,7.72,-2.34
1530,2.5RP,5,4,0.3298,0.2869,19.77,0.2273,0.1977,0.2641,51.58,15.95,-4.91
1531,2.5RP,5,6,0.3396,0.2718,19.77,0.247,0.1977,0.2827,51.58,24.59,-7.70
1532,2.5RP,5,8,0.349,0.257,19.77,0.2685,0.1977,0.3031,51.58,33.50,-10.62
1533,2.5RP,5,10,0.356,0.2452,19.77,0.287,0.1977,0.3215,51.58,40.79,-13.14
1534,2.5RP,5,12,0.3635,0.2325,19.77,0.3091,0.1977,0.3435,51.58,49.10,-16.03
1535,2.5RP,5,14,0.3703,0.2211,19.77,0.3311,0.1977,0.3654,51.58,57.00,-18.79
1536,2.5RP,5,16,0.3763,0.2108,19.77,0.3529,0.1977,0.3872,51.58,64.48,-21.43
1537,2.5RP,5,18,0.3821,0.2007,19.77,0.3764,0.1977,0.411,51.58,72.21,-24.20
1538,2.5RP,5,20,0.3873,0.1909,19.77,0.4011,0.1977,0.4368,51.58,79.99,-27.08
1542,5RP,5,2,0.3256,0.3065,19.77,0.21,0.1977,0.2373,51.58,7.95,-0.66
1543,5RP,5,4,0.3421,0.2954,19.77,0.229,0.1977,0.2426,51.58,16.72,-1.52
1544,5RP,5,6,0.3585,0.2842,19.77,0.2494,0.1977,0.2486,51.58,25.61,-2.49
1545,5RP,5,8,0.3748,0.2729,19.77,0.2715,0.1977,0.2552,51.58,34.70,-3.53
1546,5RP,5,10,0.388,0.263,19.77,0.2917,0.1977,0.2623,51.58,42.59,-4.63
1547,5RP,5,12,0.4022,0.2523,19.77,0.3152,0.1977,0.2707,51.58,51.33,-5.91
1548,5RP,5,14,0.4142,0.2428,19.77,0.3373,0.1977,0.2793,51.58,59.16,-7.20
1549,5RP,5,16,0.4261,0.2331,19.77,0.3614,0.1977,0.289,51.58,67.31,-8.61
1550,5RP,5,18,0.4372,0.2242,19.77,0.3855,0.1977,0.2986,51.58,75.11,-9.98
1554,7.5RP,5,2,0.3296,0.3098,19.77,0.2103,0.1977,0.2301,51.58,8.10,0.54
1555,7.5RP,5,4,0.3515,0.3024,19.77,0.2298,0.1977,0.2263,51.58,17.08,1.18
1556,7.5RP,5,6,0.3726,0.2941,19.77,0.2505,0.1977,0.2241,51.58,26.07,1.56
1557,7.5RP,5,8,0.3932,0.2852,19.77,0.2726,0.1977,0.2229,51.58,35.14,1.76
1558,7.5RP,5,10,0.4108,0.2773,19.77,0.2929,0.1977,0.2224,51.58,43.05,1.85
1559,7.5RP,5,12,0.4303,0.2675,19.77,0.318,0.1977,0.2233,51.58,52.34,1.69
1560,7.5RP,5,14,0.4454,0.2596,19.77,0.3392,0.1977,0.2247,51.58,59.81,1.46
1561,7.5RP,5,16,0.4617,0.2506,19.77,0.3642,0.1977,0.227,51.58,68.23,1.06
1562,7.5RP,5,18,0.4761,0.2421,19.77,0.3888,0.1977,0.2301,51.58,76.15,0.54
1565,10RP,6,2,0.3292,0.3141,30.05,0.3149,0.3005,0.3413,61.70,7.59,1.70
1566,10RP,6,4,0.3508,0.3112,30.05,0.3387,0.3005,0.3264,61.70,16.01,3.66
1567,10RP,6,6,0.374,0.3074,30.05,0.3656,0.3005,0.3114,61.70,25.07,5.68
1568,10RP,6,8,0.393,0.3038,30.05,0.3887,0.3005,0.2999,61.70,32.50,7.28
1569,10RP,6,10,0.415,0.2989,30.05,0.4172,0.3005,0.2876,61.70,41.26,9.04
1570,10RP,6,12,0.436,0.2936,30.05,0.4462,0.3005,0.2768,61.70,49.79,10.62
1571,10RP,6,14,0.4552,0.2881,30.05,0.4748,0.3005,0.2677,61.70,57.84,11.99
1572,10RP,6,16,0.4781,0.2812,30.05,0.5109,0.3005,0.2572,61.70,67.55,13.61
1573,10RP,6,18,0.4961,0.2751,30.05,0.5419,0.3005,0.2499,61.70,75.53,14.76
1574,2.5R,6,2,0.3318,0.3166,30.05,0.3149,0.3005,0.3337,61.70,7.59,2.69
1575,2.5R,6,4,0.3566,0.3163,30.05,0.3388,0.3005,0.3108,61.70,16.05,5.77
1576,2.5R,6,6,0.3832,0.3158,30.05,0.3646,0.3005,0.2864,61.70,24.74,9.21
1577,2.5R,6,8,0.4065,0.3144,30.05,0.3885,0.3005,0.2668,61.70,32.43,12.13
1578,2.5R,6,10,0.432,0.3118,30.05,0.4163,0.3005,0.2469,61.70,40.99,15.23
1579,2.5R,6,12,0.4568,0.3082,30.05,0.4454,0.3005,0.2291,61.70,49.56,18.16
1580,2.5R,6,14,0.479,0.3041,30.05,0.4733,0.3005,0.2143,61.70,57.42,20.71
1581,2.5R,6,16,0.5041,0.2983,30.05,0.5078,0.3005,0.1991,61.70,66.73,23.45
1582,2.5R,6,18,0.5262,0.2928,30.05,0.54,0.3005,0.1858,61.70,75.05,25.97
1583,5R,6,2,0.3343,0.319,30.05,0.3149,0.3005,0.3266,61.70,7.59,3.63
1584,5R,6,4,0.3628,0.3221,30.05,0.3385,0.3005,0.294,61.70,15.95,8.12
