Brand Name,Identifier,X,Y,Z,x,y,L*,a*,b*,C*,h
Sennelier,685,43.7710,33.7674,26.6228,0.4202,0.3242,64.7776,33.9230,17.5962,38.2152,0.4785
Sennelier,686,55.3870,49.4174,48.6887,0.3608,0.3220,75.7103,17.9857,9.3242,20.2589,0.4783
Sennelier,700,22.2541,12.1869,2.6472,0.6000,0.3286,41.5116,57.0727,42.7883,71.3311,0.6433
Sennelier,701,25.3044,14.6854,4.7804,0.5652,0.3280,45.2002,54.5152,36.8731,65.8144,0.5947
Sennelier,702,26.7941,15.9131,6.5720,0.5437,0.3229,46.8602,53.4878,32.0516,62.3558,0.5399
Sennelier,703,36.6169,24.0212,14.3701,0.4882,0.3202,56.1090,49.2202,25.2569,55.3221,0.4741
Sennelier,704,48.0595,38.2535,31.6755,0.4073,0.3242,68.2070,31.2329,16.2530,35.2088,0.4798
Sennelier,705,54.2186,46.1336,42.1666,0.3804,0.3237,73.6321,24.0163,12.7061,27.1703,0.4866
Sennelier,706,62.8051,59.2388,60.0327,0.3449,0.3254,81.4227,11.0465,8.4138,13.8858,0.6509
Sennelier,710,12.1184,13.1727,49.6916,0.1616,0.1757,43.0223,-5.3684,-48.0491,48.3481,4.6011
Sennelier,711,14.7407,16.0709,58.9532,0.1642,0.1790,47.0673,-6.0000,-49.8574,50.2171,4.5926
Sennelier,712,16.8413,18.8244,63.2158,0.1703,0.1904,50.4811,-8.6435,-47.7053,48.4820,4.5331
Sennelier,713,21.0652,24.1153,69.8308,0.1832,0.2097,56.2031,-11.7831,-43.3152,44.8893,4.4468
Sennelier,714,34.4065,39.1330,85.1267,0.2168,0.2466,68.8475,-13.0824,-32.9671,35.4680,4.3346
Sennelier,715,45.0023,50.3608,89.6362,0.2433,0.2722,76.2902,-12.1505,-23.2458,26.2298,4.2308
Sennelier,720,12.2375,22.2419,30.8114,0.1874,0.3407,54.2827,-53.0913,-6.5712,53.4964,3.2647
Sennelier,721,18.7123,30.8077,43.3948,0.2014,0.3316,62.3449,-49.8479,-8.1185,50.5047,3.3030
Sennelier,722,26.4706,39.1383,53.8886,0.2215,0.3275,68.8513,-42.6126,-7.6206,43.2886,3.3186
Sennelier,723,27.4841,40.5893,55.0842,0.2232,0.3296,69.8872,-43.0051,-6.9646,43.5654,3.3021
Sennelier,724,36.1783,47.9270,65.2162,0.2423,0.3210,74.7789,-32.6969,-7.5072,33.5477,3.3673
Sennelier,725,36.9905,49.5159,64.9108,0.2443,0.3270,75.7712,-34.3104,-5.5398,34.7547,3.3017
Sennelier,730,21.8319,32.0243,58.7306,0.1939,0.2844,63.3630,-39.0549,-21.5616,44.6115,3.6460
Sennelier,731,28.3652,38.4259,65.2355,0.2148,0.2910,68.3334,-32.8479,-18.6362,37.7663,3.6577
Sennelier,732,34.4840,44.2454,71.6896,0.2293,0.2941,72.3922,-28.0970,-16.8788,32.7770,3.6826
Sennelier,733,39.0456,48.6874,74.4091,0.2408,0.3003,75.2565,-25.5218,-14.0544,29.1357,3.6450
Sennelier,734,54.2921,62.4608,86.1087,0.2676,0.3079,83.1579,-16.8577,-8.9807,19.1006,3.6311
Sennelier,740,16.9205,24.7983,47.1972,0.1903,0.2789,56.8784,-35.7826,-21.6094,41.8015,3.6849
Sennelier,741,13.1280,20.1316,41.4748,0.1757,0.2694,51.9857,-37.2712,-23.8355,44.2410,3.7106
Sennelier,742,16.7460,24.7669,49.3178,0.1844,0.2727,56.8476,-36.6104,-23.8358,43.6860,3.7187
Sennelier,743,25.5799,35.2324,62.3243,0.2077,0.2861,65.9292,-33.6827,-20.3041,39.3291,3.6841
Sennelier,744,37.0901,46.8127,73.0033,0.2364,0.2983,74.0698,-26.6529,-15.0142,30.5909,3.6546
Sennelier,745,57.0069,65.0449,87.0005,0.2727,0.3111,84.5069,-15.9404,-7.2738,17.5216,3.5697
Sennelier,750,8.6201,9.8725,3.2758,0.3960,0.4535,37.6127,-8.7816,31.9167,33.1028,1.8393
Sennelier,751,9.0650,10.3162,2.6536,0.4114,0.4682,38.4041,-8.4323,37.3851,38.3242,1.7926
Sennelier,752,12.1338,13.5140,2.6292,0.4291,0.4779,43.5278,-7.4415,46.3924,46.9855,1.7298
Sennelier,753,26.4287,28.4224,6.1435,0.4333,0.4660,60.2684,-5.7878,56.8657,57.1595,1.6722
Sennelier,754,43.8963,46.9852,8.3188,0.4425,0.4736,74.1803,-6.2418,72.9166,73.1833,1.6562
Sennelier,755,66.1707,71.1648,42.2230,0.3685,0.3963,87.5650,-7.8644,36.6652,37.4991,1.7821
Sennelier,756,75.4097,80.0538,59.0220,0.3516,0.3732,91.7090,-6.1987,27.0493,27.7505,1.7961
Sennelier,760,14.4800,27.4423,11.3326,0.2719,0.5153,59.3815,-60.6550,38.4387,71.8092,2.5767
Sennelier,761,19.8831,35.6639,14.5418,0.2837,0.5088,66.2623,-60.8507,42.3694,74.1483,2.5334
Sennelier,762,30.3287,47.4467,21.4016,0.3058,0.4784,74.4746,-51.8586,42.8548,67.2745,2.4510
Sennelier,763,36.6893,53.5394,31.8632,0.3005,0.4385,78.1924,-45.7297,33.2150,56.5194,2.5134
Sennelier,764,42.9772,59.4941,37.1178,0.3079,0.4262,81.5624,-40.7494,32.2821,51.9870,2.4716
Sennelier,765,52.6752,67.9286,46.5934,0.3150,0.4063,85.9707,-33.0988,29.1805,44.1251,2.4190
Sennelier,766,80.3873,84.4887,84.0535,0.3229,0.3394,93.6624,-4.7538,10.5737,11.5932,1.9933
Sennelier,770,4.6522,5.1397,13.7903,0.1973,0.2180,27.1293,-4.9055,-23.3574,23.8670,4.5054
Sennelier,771,5.4422,6.3376,15.0933,0.2025,0.2358,30.2487,-8.6367,-20.9648,22.6741,4.3216
Sennelier,772,9.5075,11.4168,25.2533,0.2059,0.2472,40.2738,-12.8706,-22.5284,25.9457,4.1933
Sennelier,773,14.1664,16.7747,33.7909,0.2188,0.2591,47.9749,-13.4104,-21.4385,25.2873,4.1534
Sennelier,774,31.7304,36.1726,62.5930,0.2432,0.2772,66.6516,-13.0079,-19.2904,23.2664,4.1191
Sennelier,775,41.7423,46.5776,72.3717,0.2598,0.2899,73.9188,-11.4759,-14.7819,18.7137,4.0522
Sennelier,780,22.3684,11.6630,2.4776,0.6127,0.3195,40.6754,61.1988,42.5768,74.5525,0.6078
Sennelier,781,34.3326,19.7957,8.4367,0.5488,0.3164,51.6054,60.9842,33.6060,69.6307,0.5037
Sennelier,782,30.4776,18.0934,10.6725,0.5144,0.3054,49.6092,55.8721,23.4026,60.5753,0.3967
Sennelier,783,42.9644,31.4093,29.7679,0.4126,0.3016,62.8517,39.8624,9.6617,41.0166,0.2378
Sennelier,784,57.9775,51.5056,55.3538,0.3517,0.3125,76.9842,18.8396,5.0191,19.4968,0.2604
Sennelier,785,61.4456,56.5526,61.7306,0.3419,0.3147,79.9273,14.3598,4.3453,15.0029,0.2938
Sennelier,790,12.4363,7.2581,3.2187,0.5428,0.3168,32.3874,42.6306,23.2613,48.5640,0.4995
Sennelier,791,14.4171,8.5878,3.8591,0.5367,0.3197,35.1782,43.2862,24.3215,49.6511,0.5119
Sennelier,792,25.9995,14.8813,7.7496,0.5346,0.3060,45.4712,56.2355,25.3458,61.6834,0.4234
Sennelier,793,25.6860,14.7175,7.4426,0.5368,0.3076,45.2448,55.9152,26.0347,61.6791,0.4358
Sennelier,794,29.6065,17.7120,12.2019,0.4974,0.2976,49.1450,54.6154,18.5064,57.6657,0.3267
Sennelier,795,51.5443,38.7125,38.0746,0.4016,0.3017,68.5425,39.0932,8.6759,40.0443,0.2184
Sennelier,796,60.0996,49.5991,51.3652,0.3731,0.3079,75.8225,28.9055,6.8396,29.7037,0.2323
Sennelier,797,68.0297,60.9993,65.6293,0.3495,0.3134,82.3784,18.5608,5.2498,19.2890,0.2756
Sennelier,801,76.3173,77.8218,85.3798,0.3186,0.3249,90.6985,-0.0129,4.5296,4.5296,1.5736
Sennelier,802,62.6426,59.4407,20.6521,0.4389,0.4164,81.5332,10.1981,56.3613,57.2765,1.3918
Sennelier,803,65.1898,70.2947,22.9868,0.4114,0.4436,87.1412,-8.2153,61.9668,62.5090,1.7026
Sennelier,804,34.8194,23.6851,15.9096,0.4679,0.3183,55.7711,44.6862,21.2556,49.4839,0.4440
Sennelier,805,41.7664,30.4316,22.6864,0.4402,0.3207,62.0249,39.8635,19.1697,44.2332,0.4482
Sennelier,806,41.1532,33.1405,46.2474,0.3414,0.2749,64.2745,28.3168,-7.8630,29.3883,6.0123
Sennelier,807,32.1135,24.0005,32.4965,0.3624,0.2709,56.0883,33.8994,-5.7458,34.3829,6.1153
Sennelier,808,20.3062,19.8245,39.6521,0.2545,0.2485,51.6382,4.2531,-22.3372,22.7385,4.9005
Sennelier,809,19.4643,20.7401,49.5935,0.2168,0.2310,52.6639,-4.3138,-31.3271,31.6227,4.5755
Sennelier,810,30.1299,33.0400,64.4433,0.2361,0.2589,64.1933,-8.2830,-25.1076,26.4386,4.3937
Sennelier,811,21.4887,29.6563,34.8547,0.2499,0.3448,61.3565,-32.0027,0.2650,32.0038,3.1333
Sennelier,812,35.0546,45.8862,53.1700,0.2614,0.3422,73.4716,-30.8140,1.0326,30.8313,3.1081
Sennelier,813,30.9649,35.4926,32.7069,0.3123,0.3579,66.1304,-13.5443,11.2880,17.6314,2.4468
Sennelier,814,50.1457,47.2170,20.6751,0.4248,0.4000,74.3284,10.4710,43.8976,45.1292,1.3366
Sennelier,815,25.9772,20.1932,13.9555,0.4320,0.3358,52.0549,27.7656,19.2291,33.7740,0.6057
Sennelier,816,9.9670,10.1831,13.4547,0.2966,0.3030,38.1690,-0.1560,-3.5243,3.5277,4.6682
Sennelier,817,38.4257,33.5522,21.5862,0.4107,0.3586,64.6056,18.4303,25.5150,31.4752,0.9452
Sennelier,818,47.2387,41.8895,25.2893,0.4129,0.3661,70.7947,17.8221,30.0371,34.9264,1.0353
Sennelier,819,21.7678,21.2998,15.6892,0.3705,0.3625,53.2761,4.1260,17.4296,17.9113,1.3384
Sennelier,820,32.7807,31.2533,25.6439,0.3655,0.3485,62.7209,7.6809,15.5603,17.3528,1.1123
Sennelier,821,22.6560,23.1380,27.2698,0.3101,0.3167,55.2142,-0.1651,0.1299,0.2100,2.4749
Sennelier,822,38.3921,38.2201,31.7558,0.3543,0.3527,68.1825,2.9058,16.1019,16.3620,1.3923
Sennelier,823,35.4206,36.8609,27.8671,0.3537,0.3681,67.1726,-2.4321,19.8587,20.0071,1.6927
Sennelier,824,36.9971,37.6175,28.0197,0.3605,0.3665,67.7377,0.3380,20.6081,20.6108,1.5544
Sennelier,825,30.2676,28.2523,24.9301,0.3627,0.3386,60.1160,9.8046,12.1946,15.6473,0.8936
Sennelier,900,69.5481,77.2695,28.4880,0.3967,0.4408,90.4455,-12.9427,59.0737,60.4749,1.7865
Sennelier,901,71.0516,78.4074,34.2996,0.3867,0.4267,90.9655,-11.9938,52.0253,53.3899,1.7974
Sennelier,902,77.0251,84.4011,50.6420,0.3632,0.3980,93.6244,-11.2072,38.2468,39.8550,1.8558
Sennelier,903,75.1008,81.3123,50.5924,0.3628,0.3928,92.2705,-9.2452,35.9617,37.1311,1.8224
Sennelier,904,80.5053,84.1083,76.5257,0.3339,0.3488,93.4975,-3.8145,15.7857,16.2400,1.8079
Sennelier,910,3.6876,5.0469,3.8830,0.2923,0.4000,26.8679,-17.2693,9.8620,19.8869,2.6227
Sennelier,911,3.7573,5.2023,4.2889,0.2836,0.3927,27.3035,-18.0975,8.4547,19.9750,2.7045
Sennelier,912,4.6905,6.4553,4.6462,0.2970,0.4088,30.5333,-19.0831,12.2338,22.6679,2.5715
Sennelier,913,6.6845,9.6212,6.1036,0.2983,0.4293,37.1537,-24.8709,17.1747,30.2246,2.5372
Sennelier,914,12.9688,19.3290,8.2588,0.3198,0.4766,51.0699,-34.3623,33.2701,47.8295,2.3723
Sennelier,915,19.2605,27.9808,14.0498,0.3142,0.4565,59.8714,-36.4022,32.4854,48.7895,2.4130
Sennelier,916,32.0515,41.2921,14.9433,0.3630,0.4677,70.3801,-27.9252,48.5620,56.0186,2.0927
Sennelier,917,42.3601,51.8857,22.3799,0.3632,0.4449,77.2125,-23.8262,45.8770,51.6952,2.0498
Sennelier,918,54.3285,63.4006,36.2857,0.3527,0.4117,83.6527,-18.8989,36.9095,41.4666,2.0440
Sennelier,920,29.0381,16.6568,2.2773,0.6053,0.3472,47.8246,58.1463,56.4306,81.0272,0.7704
Sennelier,921,31.3610,18.3423,2.5942,0.5997,0.3507,49.9087,57.8226,57.6443,81.6476,0.7839
Sennelier,922,29.2608,17.1649,4.2234,0.5777,0.3389,48.4671,56.2267,45.2826,72.1939,0.6780
Sennelier,923,32.1078,19.7218,9.0088,0.5278,0.3242,51.5212,53.5650,31.6265,62.2048,0.5334
Sennelier,924,45.0454,32.6866,21.1914,0.4554,0.3304,63.9064,41.3511,25.0054,48.3237,0.5439
Sennelier,925,56.5542,47.9635,42.4021,0.3849,0.3265,74.8019,24.7839,14.4594,28.6935,0.5281
Sennelier,930,39.4797,24.3741,2.0105,0.5994,0.3701,56.4604,56.8537,73.5014,92.9236,0.9124
Sennelier,931,39.5446,25.1992,4.9527,0.5674,0.3616,57.2690,53.5707,56.8665,78.1256,0.8152
Sennelier,932,42.9801,28.4829,6.5215,0.5511,0.3652,60.3225,50.8102,55.4586,75.2153,0.8291
Sennelier,933,49.1741,35.7947,16.8606,0.4829,0.3515,66.3627,42.2066,37.5145,56.4689,0.7266
Sennelier,934,54.5944,43.2284,29.6571,0.4283,0.3391,71.7097,33.2481,25.0910,41.6533,0.6465
Sennelier,935,59.2621,51.0663,43.1158,0.3862,0.3328,76.7192,23.0589,16.9722,28.6316,0.6345
Sennelier,940,11.2287,6.0536,11.2830,0.3931,0.2119,29.5473,46.4633,-12.8659,48.2117,6.0130
Sennelier,941,13.7870,7.8338,17.2769,0.3544,0.2014,33.6343,46.0394,-19.7668,50.1034,5.8776
Sennelier,942,30.8440,21.9526,35.0887,0.3510,0.2498,53.9767,38.3984,-12.7560,40.4618,5.9625
Sennelier,943,39.7007,29.7870,46.6086,0.3420,0.2566,61.4700,35.9481,-13.0781,38.2531,5.9343
Sennelier,944,46.5034,36.9632,53.2680,0.3401,0.2703,67.2494,31.0594,-9.7894,32.5656,5.9779
Sennelier,945,56.3106,47.7397,64.1273,0.3348,0.2839,74.6605,24.7951,-6.7933,25.7088,6.0158
Sennelier,946,62.1043,56.1159,70.7343,0.3287,0.2970,79.6797,16.9502,-3.5588,17.3198,6.0762
Sennelier,947,73.6214,70.3047,82.9007,0.3246,0.3099,87.1461,9.8190,0.1585,9.8203,0.0161
Sennelier,950,27.0381,30.7953,35.5874,0.2894,0.3296,62.3345,-12.2298,1.0248,12.2726,3.0580
Sennelier,951,14.0844,15.6089,17.5233,0.2983,0.3306,46.4572,-7.3753,1.8431,7.6021,2.8967
Sennelier,952,23.6600,28.0432,47.3353,0.2389,0.2832,59.9277,-16.0154,-16.4954,22.9911,3.9418
Sennelier,953,35.7371,34.8307,13.1446,0.4269,0.4161,65.6167,5.3319,44.5496,44.8676,1.4517
Sennelier,954,19.2874,22.6326,45.3002,0.2211,0.2595,54.6918,-13.9412,-23.3794,27.2205,4.1747
Sennelier,955,36.4844,44.2875,39.3703,0.3037,0.3686,72.4202,-21.5218,13.8238,25.5790,2.5706
Sennelier,956,23.1374,29.1392,42.0226,0.2454,0.3090,60.9043,-22.5336,-9.0767,24.2930,3.5245
Sennelier,957,8.3734,11.9539,16.6354,0.2265,0.3234,41.1427,-26.1380,-5.5009,26.7106,3.3490
Sennelier,958,8.6639,9.6153,10.5217,0.3008,0.3339,37.1430,-6.3814,2.3338,6.7947,2.7910
Unison,NE1,11.2488,8.8550,3.1977,0.4828,0.3800,35.7035,20.0728,29.1097,35.3595,0.9671
Unison,NE2,11.0028,9.7468,5.0243,0.4269,0.3782,37.3842,11.0446,22.2488,24.8393,1.1100
Unison,NE3,29.6193,25.9422,12.8658,0.4329,0.3791,57.9822,16.5727,32.0716,36.1004,1.0938
Unison,NE4,40.7117,38.4494,18.7241,0.4159,0.3928,68.3505,9.4042,37.2258,38.3953,1.3233
Unison,NE5,48.0442,45.0927,18.4517,0.4305,0.4041,72.9529,10.7348,45.6881,46.9323,1.3400
Unison,NE6,48.4380,43.9095,23.0817,0.4196,0.3804,72.1680,15.1921,35.9917,39.0667,1.1714
Unison,NE7,6.1607,5.5359,3.2204,0.4130,0.3711,28.2101,8.1984,16.0485,18.0213,1.0985
Unison,NE8,11.7043,11.0953,5.9238,0.4075,0.3863,39.7404,5.9080,22.3729,23.1398,1.3126
Unison,NE9,20.2763,19.8131,12.6469,0.3845,0.3757,51.6253,4.1635,21.6561,22.0527,1.3809
Unison,NE10,21.9160,20.9867,11.4231,0.4034,0.3863,52.9349,6.2821,27.0808,27.7999,1.3429
Unison,NE11,24.0731,22.1017,14.7454,0.3952,0.3628,54.1347,10.7554,20.9979,23.5922,1.0974
Unison,NE12,36.9581,34.1733,22.0901,0.3965,0.3666,65.0999,11.5810,25.4912,27.9986,1.1444
Unison,NE13,54.1346,52.5592,30.8409,0.3936,0.3822,77.6140,6.6407,33.6144,34.2641,1.3758
Unison,NE14,41.8929,40.7810,26.8004,0.3827,0.3725,70.0222,5.7716,26.3688,26.9930,1.3553
Unison,NE15,37.3493,37.0163,25.7269,0.3731,0.3698,67.2892,3.4140,23.3072,23.5560,1.4254
Unison,NE16,39.4538,38.7655,31.9479,0.3581,0.3519,68.5811,4.5287,16.5293,17.1385,1.3034
Unison,NE17,50.1978,50.6834,44.6748,0.3449,0.3482,76.4868,1.3059,14.8698,14.9270,1.4832
Unison,NE18,52.9575,53.3066,43.0752,0.3546,0.3569,78.0557,1.7426,19.3215,19.3999,1.4808
Unison,YGE1,54.4655,56.3934,53.6736,0.3310,0.3427,79.8372,-2.1078,11.5256,11.7167,1.7517
Unison,YGE2,47.0714,51.3184,50.8724,0.3154,0.3438,76.8715,-8.8341,9.1342,12.7073,2.3395
Unison,YGE3,37.1300,41.3368,39.6085,0.3145,0.3501,70.4112,-10.7536,10.0810,14.7400,2.3885
Unison,YGE4,28.6736,31.5331,32.2848,0.3100,0.3409,62.9551,-8.4718,6.3766,10.6034,2.4964
Unison,YGE5,20.1057,23.2474,21.7593,0.3088,0.3570,55.3263,-12.6209,9.2137,15.6262,2.5110
Unison,YGE6,12.2827,14.8831,15.4764,0.2880,0.3490,45.4737,-14.8144,4.4403,15.4655,2.8504
Unison,YGE7,53.6450,56.5915,24.6014,0.3978,0.4197,79.9493,-4.6654,46.9154,47.1468,1.6699
Unison,YGE8,42.7828,45.8118,17.6271,0.4028,0.4313,73.4232,-6.2403,48.1277,48.5306,1.6997
Unison,YGE9,33.8913,38.5157,14.0247,0.3921,0.4456,68.3990,-12.9185,47.2466,48.9809,1.8377
Unison,YGE10,21.7754,24.5317,5.1142,0.4235,0.4771,56.6163,-10.2362,54.9942,55.9387,1.7548
Unison,YGE11,18.3369,18.4434,5.1212,0.4376,0.4402,50.0296,1.2975,43.6058,43.6251,1.5410
Unison,YGE12,16.4995,15.8700,4.5454,0.4470,0.4299,46.8034,5.3157,40.7810,41.1260,1.4412
Unison,YGE13,60.1513,61.8787,40.2552,0.3707,0.3813,82.8489,-1.2587,30.7734,30.7992,1.6117
Unison,YGE14,47.9227,50.9273,33.9508,0.3609,0.3835,76.6349,-5.4687,27.7679,28.3012,1.7653
Unison,YGE15,39.2463,41.3365,22.3553,0.3813,0.4016,70.4110,-4.0072,34.1925,34.4266,1.6875
Unison,YGE16,26.8332,28.0555,13.3742,0.3931,0.4110,59.9389,-2.7281,34.2037,34.3123,1.6504
Unison,YGE17,16.5874,17.5775,8.6110,0.3878,0.4109,48.9796,-3.5750,28.5117,28.7349,1.6955
Unison,YGE18,9.3720,10.1972,6.4678,0.3599,0.3916,38.1941,-5.0028,17.5155,18.2160,1.8490
Unison,BGE1,50.1814,55.1262,61.7556,0.3004,0.3300,79.1139,-10.0615,2.9212,10.4770,2.8590
Unison,BGE2,39.4842,44.3334,55.1334,0.2842,0.3191,72.4508,-12.0561,-2.5908,12.3313,3.3533
Unison,BGE3,28.0993,32.3682,39.3302,0.2816,0.3243,63.6460,-13.6799,-1.2571,13.7376,3.2332
Unison,BGE4,22.6422,26.8002,30.7617,0.2823,0.3341,58.7889,-15.6355,1.2669,15.6868,3.0607
Unison,BGE5,13.9047,16.5922,21.7820,0.2660,0.3174,47.7421,-14.0320,-3.9020,14.5644,3.4128
Unison,BGE6,4.6271,5.7984,10.8474,0.2175,0.2726,28.8981,-12.8554,-12.7936,18.1367,3.9246
Unison,BGE7,36.9324,42.2240,46.0969,0.2949,0.3371,71.0251,-14.0424,3.9349,14.5833,2.8684
Unison,BGE8,28.7452,34.0058,33.9310,0.2973,0.3517,64.9672,-16.8683,7.6766,18.5329,2.7145
Unison,BGE9,16.7530,20.8451,23.7043,0.2733,0.3400,52.7795,-19.0367,1.5294,19.0980,3.0614
Unison,BGE10,13.7525,17.9498,23.0706,0.2511,0.3277,49.4351,-22.2846,-3.1842,22.5110,3.2835
Unison,BGE11,9.6400,12.2390,18.2736,0.2401,0.3048,41.5934,-17.4968,-8.0323,19.2524,3.5720
Unison,BGE12,6.4644,8.6589,13.5152,0.2257,0.3024,35.3190,-19.2293,-8.5830,21.0579,3.5614
Unison,BGE13,50.4919,55.4641,45.3239,0.3338,0.3666,79.3078,-10.0741,19.0367,21.5379,2.0575
Unison,BGE14,39.3048,43.0009,34.7081,0.3359,0.3675,71.5556,-8.7578,18.0365,20.0503,2.0228
Unison,BGE15,28.8330,30.2222,22.4553,0.3537,0.3708,61.8454,-3.0748,19.2533,19.4973,1.7292
Unison,BGE16,19.5247,20.6568,17.0964,0.3409,0.3606,52.5719,-3.6159,13.2523,13.7367,1.8372
Unison,BGE17,11.1143,11.6828,8.9984,0.3496,0.3674,40.7074,-2.4682,13.0149,13.2469,1.7582
Unison,BGE18,8.3359,9.5850,9.6725,0.3021,0.3474,37.0871,-8.9870,4.7074,10.1452,2.6591
Unison,RE1,64.9396,61.3252,59.9930,0.3487,0.3292,82.5533,11.0014,10.3982,15.1378,0.7572
Unison,RE2,54.1084,49.1722,47.2598,0.3594,0.3266,75.5583,15.4355,10.5323,18.6864,0.5988
Unison,RE3,40.6018,35.6629,31.2313,0.3777,0.3318,66.2615,18.0726,13.5042,22.5607,0.6417
Unison,RE4,29.6936,24.5803,18.6465,0.4072,0.3371,56.6642,22.5337,17.2267,28.3642,0.6527
Unison,RE5,23.9538,18.7535,12.4534,0.4343,0.3400,50.3975,26.3460,20.0260,33.0930,0.6499
Unison,RE6,7.9497,6.0297,4.1178,0.4393,0.3332,29.4874,20.3223,13.1123,24.1853,0.5730
Unison,RE7,60.6044,55.0761,45.8942,0.3751,0.3409,79.0851,16.0286,18.0459,24.1364,0.8445
Unison,RE8,49.3067,42.6786,32.5444,0.3959,0.3427,71.3363,21.1254,20.4800,29.4230,0.7699
Unison,RE9,37.8029,29.8862,16.0811,0.4513,0.3568,61.5559,29.5877,30.8626,42.7544,0.8065
Unison,RE10,27.8286,21.2189,10.8120,0.4649,0.3545,53.1882,30.3348,29.1841,42.0941,0.7661
Unison,RE11,17.1879,11.9918,4.1174,0.5162,0.3601,41.2030,33.2422,33.3139,47.0623,0.7865
Unison,RE12,11.7631,8.1783,4.4014,0.4832,0.3360,34.3514,29.5480,20.0326,35.6986,0.5958
Unison,RE13,64.7462,62.3189,55.3749,0.3549,0.3416,83.0827,8.2861,15.5141,17.5882,1.0802
Unison,RE14,52.1176,46.4190,30.7396,0.4031,0.3591,73.8166,17.8504,27.2072,32.5403,0.9901
Unison,RE15,31.2125,26.3444,16.5185,0.4214,0.3556,58.3625,20.8431,24.4325,32.1152,0.8645
Unison,RE16,21.7622,17.5197,11.3495,0.4298,0.3460,48.9082,22.9269,20.3357,30.6461,0.7256
Unison,RE17,14.2760,11.2284,4.7733,0.4715,0.3708,39.9625,21.8010,27.8764,35.3889,0.9071
Unison,RE18,9.8826,7.4689,3.6909,0.4697,0.3549,32.8513,22.1044,21.2521,30.6636,0.7657
Unison,BE1,54.0427,54.5444,46.3714,0.3488,0.3520,78.7781,1.3909,17.0127,17.0695,1.4892
Unison,BE2,40.5805,41.3369,33.2598,0.3523,0.3589,70.4113,0.1205,17.9388,17.9392,1.5641
Unison,BE3,36.9716,36.5358,25.2975,0.3742,0.3698,66.9273,3.7482,23.3563,23.6551,1.4117
Unison,BE4,23.5143,22.5983,13.1120,0.3970,0.3816,54.6561,6.0666,25.7317,26.4371,1.3393
Unison,BE5,10.0236,9.3265,5.8505,0.3978,0.3701,36.6055,7.0242,17.2733,18.6469,1.1846
Unison,BE6,5.8918,5.2551,4.6434,0.3731,0.3328,27.4495,8.5418,6.9306,10.9998,0.6816
Unison,BE7,64.4292,64.1555,51.6275,0.3575,0.3560,84.0467,3.4196,20.7618,21.0416,1.4076
Unison,BE8,50.1492,47.1837,30.7085,0.3917,0.3685,74.3071,10.5721,28.0960,30.0192,1.2109
Unison,BE9,43.7526,39.4734,21.8768,0.4163,0.3756,69.0928,15.2692,32.7448,36.1299,1.1345
Unison,BE10,36.4801,31.6359,17.4971,0.4261,0.3695,63.0408,18.8924,30.4884,35.8674,1.0160
Unison,BE11,22.8719,18.6236,8.1691,0.4605,0.3750,50.2439,22.2302,32.1452,39.0832,0.9658
Unison,BE12,13.2253,11.0188,3.7900,0.4718,0.3930,39.6120,16.6937,32.3502,36.4035,1.0944
Unison,BE13,52.6636,52.4649,42.8345,0.3559,0.3546,77.5580,3.1331,18.7300,18.9902,1.4051
Unison,BE14,43.6130,42.7174,28.8891,0.3785,0.3707,71.3628,5.0782,25.5911,26.0901,1.3749
Unison,BE15,32.3823,30.3974,20.2920,0.3898,0.3659,61.9956,9.3958,23.3295,25.1505,1.1879
Unison,BE16,28.6579,25.2816,16.3963,0.4074,0.3594,57.3488,15.6329,22.9414,27.7614,0.9726
Unison,BE17,15.6317,13.8449,8.3936,0.4128,0.3656,44.0096,12.4312,20.6514,24.1043,1.0289
Unison,BE18,8.3411,7.3115,3.7429,0.4301,0.3770,32.5058,10.8068,20.3623,23.0524,1.0829
Unison,BE19,66.2264,66.0177,64.3339,0.3369,0.3358,85.0054,3.2914,10.8679,11.3554,1.2767
Unison,BE20,49.6737,48.7953,44.3198,0.3479,0.3417,75.3238,4.9220,13.2486,14.1334,1.2151
Unison,BE21,33.1213,30.5961,27.1970,0.3643,0.3365,62.1652,11.2737,12.2237,16.6287,0.8258
Unison,BE22,23.8593,21.5128,17.7882,0.3778,0.3406,53.5062,12.5352,13.4659,18.3974,0.8212
Unison,BE23,14.5093,12.0234,11.9609,0.3769,0.3123,41.2533,17.6620,5.5220,18.5051,0.3030
Unison,BE24,8.1337,6.6004,6.0300,0.3917,0.3179,30.8793,15.9791,6.6572,17.3104,0.3948
Unison,BE25,56.5655,56.3697,33.9080,0.3852,0.3839,79.8238,3.1656,33.3213,33.4713,1.4761
Unison,BE26,49.3056,48.3985,30.6994,0.3840,0.3769,75.0756,5.0048,29.4336,29.8561,1.4024
Unison,BE27,29.4407,28.6437,15.4326,0.4005,0.3896,60.4659,5.1912,30.3848,30.8251,1.4016
Unison,BE28,20.3559,18.1235,9.0609,0.4282,0.3812,49.6456,13.0829,28.2299,31.1141,1.1368
Unison,BE29,13.6242,12.7953,6.3340,0.4160,0.3907,42.4531,6.9995,25.3858,26.3331,1.3018
Unison,BE30,11.0762,9.1459,5.1187,0.4371,0.3609,36.2637,16.4096,19.8825,25.7796,0.8808
Unison,BE31,60.5682,62.1449,49.0048,0.3527,0.3619,82.9904,-0.8897,21.5549,21.5732,1.6120
