Brand Name,Identifier,X,Y,Z,x,y,L*,a*,b*,C*,h
Girault,465,10.1223,10.3189,21.7458,0.2399,0.2446,38.4089,0.0151,-19.9308,19.9308,4.7131
Girault,467,22.7462,23.5903,43.1150,0.2543,0.2637,55.6753,-1.7458,-19.3095,19.3883,4.6222
Girault,471,16.8247,15.3173,7.5383,0.4240,0.3860,46.0657,10.2974,27.1106,29.0003,1.2078
Girault,472,18.5842,16.7569,8.4304,0.4246,0.3828,47.9522,11.5310,27.3280,29.6612,1.1715
Girault,474,26.2743,24.2374,14.5257,0.4040,0.3727,56.3247,10.5808,25.2724,27.3980,1.1743
Girault,478,5.6784,5.1478,7.3248,0.3128,0.2836,27.1518,7.4322,-4.7380,8.8140,5.7157
Girault,479,13.2331,12.4110,17.2535,0.3085,0.2893,41.8620,7.0462,-5.5337,8.9594,5.6174
Girault,480,23.5860,22.6831,30.8989,0.3056,0.2939,54.7444,6.0016,-5.8961,8.4133,5.5067
Girault,485,5.4187,4.9204,3.6711,0.3868,0.3512,26.5069,7.2162,10.4263,12.6799,0.9654
Girault,486,10.5024,9.6349,7.5599,0.3792,0.3479,37.1791,8.2159,11.7125,14.3067,0.9591
Girault,488,28.3117,26.9181,24.2515,0.3562,0.3387,58.8985,7.6119,11.1854,13.5298,0.9733
Girault,491,8.4212,9.3860,4.1338,0.3838,0.4278,36.7172,-6.6444,25.4932,26.3449,1.8258
Girault,492,12.9150,14.3407,5.6411,0.3926,0.4359,44.7176,-7.3345,32.1461,32.9722,1.7951
Girault,494,27.8401,30.3346,12.5404,0.3937,0.4290,61.9419,-7.3514,39.7106,40.3853,1.7538
Girault,499,2.9602,3.4718,3.4761,0.2988,0.3504,21.8421,-7.4359,3.5173,8.2258,2.6998
Girault,501,7.2181,9.1518,9.3090,0.2811,0.3564,36.2749,-15.7869,4.4085,16.3909,2.8693
Girault,503,21.5853,24.8722,28.1676,0.2892,0.3333,56.9507,-12.5610,1.7923,12.6882,2.9999
Girault,507,5.2039,5.3311,4.2827,0.3512,0.3598,27.6581,-0.2957,9.0982,9.1030,1.6033
Girault,508,10.2223,10.3509,6.6455,0.3756,0.3803,38.4651,0.5431,17.2937,17.3022,1.5394
Girault,510,16.9981,16.6153,7.9753,0.4087,0.3995,47.7717,3.8952,28.5370,28.8016,1.4351
Girault,512,34.9458,31.6472,9.8839,0.4569,0.4138,63.0502,13.7385,48.8434,50.7388,1.2966
Girault,513,1.6186,1.6453,1.8728,0.3151,0.3203,13.5035,0.1305,0.6403,0.6534,1.3697
Girault,515,5.5322,5.6038,6.0182,0.3225,0.3267,28.3900,0.4207,2.4136,2.4500,1.3982
Girault,517,14.9545,15.1719,16.1942,0.3228,0.3275,45.8687,0.4451,3.5752,3.6028,1.4469
Girault,520,26.4421,26.8535,28.8918,0.3217,0.3267,58.8384,0.4304,3.9935,4.0166,1.4634
Girault,522,39.6112,40.2392,43.9985,0.3198,0.3249,69.6396,0.4566,3.7975,3.8249,1.4511
Girault,524,56.3179,57.3104,63.1956,0.3185,0.3241,80.3539,0.2726,3.8167,3.8264,1.4995
Girault,525,82.1483,83.8576,95.7211,0.3139,0.3204,93.3886,-0.1817,2.1977,2.2052,1.6533
Girault,526,1.1329,1.1515,1.3351,0.3130,0.3181,10.1943,0.1193,0.2929,0.3162,1.1840
Blue Earth,P1A,11.8023,6.8399,5.4063,0.4908,0.2844,31.4397,42.3722,10.2740,43.6000,0.2379
Blue Earth,P2A,19.0265,10.9253,8.8676,0.4901,0.2814,39.4544,50.4205,11.2672,51.6641,0.2199
Blue Earth,P3A,26.1685,15.2354,14.5165,0.4680,0.2724,45.9549,54.8451,7.4143,55.3440,0.1344
Blue Earth,P4A,38.1583,23.5086,25.3025,0.4388,0.2703,55.5924,56.4296,3.8053,56.5577,0.0673
Blue Earth,P5A,40.2782,27.0356,30.4933,0.4118,0.2764,59.0073,48.3481,2.0158,48.3901,0.0417
Blue Earth,P6A,51.3978,38.8778,46.8868,0.3747,0.2834,68.6626,38.1927,-0.9682,38.2050,6.2578
Blue Earth,P7A,64.4450,53.9757,65.4729,0.3504,0.2935,78.4475,27.5891,-1.3968,27.6244,6.2326
Blue Earth,P1B,8.0784,6.3665,6.3880,0.3878,0.3056,30.3189,17.8999,4.2513,18.3979,0.2332
Blue Earth,P2B,13.4094,8.9372,9.6322,0.4193,0.2795,35.8630,34.0376,2.7176,34.1459,0.0797
Blue Earth,P3B,20.8718,13.5847,15.5481,0.4174,0.2717,43.6314,41.4860,1.1073,41.5008,0.0267
Blue Earth,P4B,30.8135,19.4530,23.0949,0.4200,0.2652,51.2131,50.1985,-0.1596,50.1988,6.2800
Blue Earth,P5B,40.4673,29.5977,35.7336,0.3825,0.2798,61.3055,39.0230,-0.9325,39.0341,6.2593
Blue Earth,P6B,52.2718,43.1227,52.5128,0.3534,0.2916,71.6382,27.6393,-1.4945,27.6796,6.2292
Blue Earth,P7B,63.1411,54.7965,66.8103,0.3418,0.2966,78.9239,22.5844,-1.6862,22.6472,6.2087
Blue Earth,P1C,8.2889,6.9130,7.3631,0.3673,0.3064,31.6080,14.2168,2.8074,14.4913,0.1950
Blue Earth,P2C,11.8958,9.2164,10.9838,0.3706,0.2872,36.3976,21.6518,-0.2400,21.6531,6.2721
Blue Earth,P3C,18.1338,13.6695,17.3579,0.3689,0.2781,43.7551,27.2833,-2.4815,27.3959,6.1925
Blue Earth,P4C,27.1225,20.9719,27.4400,0.3591,0.2776,52.9187,28.6937,-4.0824,28.9827,6.1419
Blue Earth,P5C,35.1377,28.7603,35.6418,0.3530,0.2889,60.5695,25.0791,-2.0864,25.1657,6.2002
Blue Earth,P6C,45.0556,39.2455,47.8888,0.3408,0.2969,68.9287,19.7322,-1.5489,19.7929,6.2049
Blue Earth,P7C,55.5446,50.3235,60.9587,0.3329,0.3017,76.2674,15.9758,-1.2909,16.0279,6.2026
Blue Earth,P1D,7.2216,6.4491,7.9276,0.3344,0.2986,30.5185,9.0593,-1.0472,9.1196,6.1681
Blue Earth,P2D,12.6958,10.3761,12.7210,0.3547,0.2899,38.5092,17.9787,-1.1430,18.0150,6.2197
Blue Earth,P3D,17.9819,14.5196,18.5354,0.3523,0.2845,44.9691,21.2532,-2.7222,21.4268,6.1558
Blue Earth,P4D,24.7694,21.2424,26.5674,0.3413,0.2927,53.2138,17.7145,-2.2567,17.8576,6.1565
Blue Earth,P5D,34.2725,29.9172,36.4817,0.3404,0.2972,61.5827,17.7727,-1.3848,17.8265,6.2054
Blue Earth,P6D,48.2354,45.4789,51.9927,0.3310,0.3121,73.2061,10.1655,1.7143,10.3091,0.1671
Blue Earth,P7D,61.8753,60.5014,68.5913,0.3240,0.3168,82.1100,5.9466,2.3506,6.3944,0.3764
Blue Earth,R1A,10.9537,7.3728,5.3922,0.4618,0.3108,32.6410,31.1303,12.4074,33.5118,0.3793
Blue Earth,R2A,15.2919,9.2418,4.8125,0.5211,0.3149,36.4457,43.0556,21.6257,48.1815,0.4655
Blue Earth,R3A,26.5358,15.1359,4.7076,0.5721,0.3263,45.8197,56.9268,38.2913,68.6068,0.5921
Blue Earth,R4A,38.5838,25.2146,11.9053,0.5097,0.3331,57.2839,50.4902,33.3055,60.4857,0.5831
Blue Earth,R5A,47.3469,35.3509,23.6584,0.4452,0.3324,66.0210,38.6976,24.4350,45.7665,0.5632
Blue Earth,R6A,58.4436,48.3572,39.7951,0.3987,0.3299,75.0496,28.2998,17.8605,33.4646,0.5630
Blue Earth,R7A,71.7767,66.0169,65.3487,0.3533,0.3250,85.0050,15.2203,10.0131,18.2186,0.5819
Blue Earth,R1B,9.4863,7.3908,5.7897,0.4185,0.3261,32.6806,19.6878,10.7615,22.4370,0.5002
Blue Earth,R2B,12.5628,9.5177,6.5869,0.4382,0.3320,36.9624,23.7591,14.9289,28.0601,0.5610
Blue Earth,R3B,18.5539,13.9582,8.5544,0.4518,0.3399,44.1729,27.6648,20.4076,34.3775,0.6356
Blue Earth,R4B,30.8028,23.5462,15.2308,0.4427,0.3384,55.6305,31.1186,22.4921,38.3961,0.6259
Blue Earth,R5B,39.7180,33.1503,25.6256,0.4033,0.3366,64.2825,23.8794,18.2812,30.0737,0.6534
Blue Earth,R6B,53.4105,47.6790,42.5692,0.3718,0.3319,74.6220,17.7004,13.9629,22.5448,0.6679
Blue Earth,R7B,66.7893,61.6576,60.0729,0.3543,0.3271,82.7310,14.3343,10.6339,17.8480,0.6383
Blue Earth,R1C,9.0318,7.6400,6.7389,0.3858,0.3263,33.2216,13.6300,7.8960,15.7520,0.5251
Blue Earth,R2C,13.6156,11.5171,9.9375,0.3882,0.3284,40.4380,15.6309,9.6989,18.3955,0.5554
Blue Earth,R3C,20.5912,17.6039,14.1797,0.3932,0.3361,49.0121,16.9498,13.4601,21.6442,0.6711
Blue Earth,R4C,33.1132,26.9606,19.3623,0.4169,0.3394,58.9379,25.1564,19.7814,32.0024,0.6664
Blue Earth,R5C,47.0112,41.0889,34.6426,0.3830,0.3348,70.2382,19.5908,15.8488,25.1989,0.6802
Blue Earth,R6C,56.6653,51.6494,47.8775,0.3628,0.3307,77.0707,15.2767,12.5008,19.7395,0.6858
Blue Earth,R7C,70.1337,66.8081,67.7623,0.3426,0.3264,85.4069,10.0232,8.7098,13.2787,0.7154
Blue Earth,R1D,9.4368,8.7646,8.9835,0.3471,0.3224,35.5270,7.0189,4.1298,8.1438,0.5318
Blue Earth,R2D,13.9813,12.8689,12.8870,0.3518,0.3238,42.5650,8.7608,5.4378,10.3112,0.5555
Blue Earth,R3D,19.0587,17.8732,17.2370,0.3518,0.3300,49.3420,7.9645,7.3964,10.8693,0.7484
Blue Earth,R4D,27.6669,25.3405,23.0553,0.3637,0.3332,57.4057,11.5180,10.5837,15.6422,0.7431
Blue Earth,R5D,42.0847,38.9099,36.1611,0.3592,0.3321,68.6860,12.1050,11.2593,16.5319,0.7492
Blue Earth,R6D,52.7308,49.7024,48.6699,0.3490,0.3289,75.8863,10.5116,9.6467,14.2672,0.7425
Blue Earth,R7D,65.9008,63.6005,65.7093,0.3376,0.3258,83.7574,7.9510,7.5606,10.9719,0.7602
Blue Earth,O1A,6.8335,5.6414,4.0780,0.4128,0.3408,28.4891,13.9827,11.6023,18.1694,0.6926
Blue Earth,O2A,12.0846,8.8910,4.8264,0.4684,0.3446,35.7736,25.6442,20.4006,32.7690,0.6720
Blue Earth,O3A,22.3798,14.8194,4.2441,0.5400,0.3576,45.3859,40.9465,39.8626,57.1458,0.7720
Blue Earth,O4A,35.7875,24.2586,4.3135,0.5561,0.3769,56.3458,45.4600,58.4013,74.0090,0.9094
Blue Earth,O5A,50.4045,35.1087,4.0636,0.5627,0.3919,65.8332,47.7748,76.0653,89.8241,1.0100
Blue Earth,O6A,59.2749,47.4288,15.4755,0.4851,0.3882,74.4632,32.8133,54.4243,63.5509,1.0282
Blue Earth,O7A,70.9989,64.7775,44.2681,0.3943,0.3598,84.3690,16.3284,28.8998,33.1936,1.0565
Blue Earth,O1B,6.5733,5.3512,3.6699,0.4215,0.3432,27.7128,14.6833,12.5126,19.2915,0.7057
Blue Earth,O2B,11.2299,8.6889,5.8048,0.4366,0.3378,35.3783,21.3382,15.3491,26.2853,0.6236
Blue Earth,O3B,23.7439,16.7918,7.1318,0.4981,0.3523,47.9966,35.7794,31.9023,47.9367,0.7282
Blue Earth,O4B,33.9716,25.3203,8.7719,0.4991,0.3720,57.3862,34.8275,42.4887,54.9386,0.8842
Blue Earth,O5B,44.0376,33.5962,8.9235,0.5088,0.3881,64.6408,35.2865,54.5153,64.9389,0.9963
Blue Earth,O6B,59.8412,50.6743,22.5250,0.4498,0.3809,76.4813,25.4564,44.3688,51.1529,1.0499
Blue Earth,O7B,67.4851,60.9703,39.8725,0.4009,0.3622,82.3628,17.4437,30.3793,35.0312,1.0496
Blue Earth,O1C,7.2393,6.2919,5.6734,0.3770,0.3276,30.1373,10.8725,6.8698,12.8610,0.5635
Blue Earth,O2C,11.0459,8.7319,6.4658,0.4209,0.3327,35.4628,19.6408,12.8142,23.4513,0.5781
Blue Earth,O3C,23.0024,17.5833,10.1479,0.4534,0.3466,48.9868,28.2330,23.8242,36.9418,0.7009
Blue Earth,O4C,34.8661,28.7272,15.9022,0.4386,0.3614,60.5401,24.2884,29.4940,38.2076,0.8819
Blue Earth,O5C,44.9558,38.3693,19.8932,0.4355,0.3717,68.2919,22.1919,34.9181,41.3733,1.0047
Blue Earth,O6C,59.2129,53.1280,31.0172,0.4130,0.3706,77.9505,17.6342,33.9515,38.2579,1.0918
Blue Earth,O7C,65.3793,60.0987,41.0091,0.3927,0.3610,81.8918,14.8338,28.2568,31.9138,1.0874
Blue Earth,O1D,6.9237,6.1617,6.1367,0.3602,0.3206,29.8169,9.1612,4.3902,10.1588,0.4469
Blue Earth,O2D,11.6762,9.8638,8.5258,0.3884,0.3281,37.5968,14.9505,9.1623,17.5347,0.5498
Blue Earth,O3D,20.1283,16.8925,13.3125,0.3999,0.3356,48.1243,18.5328,13.9827,23.2159,0.6464
Blue Earth,O4D,30.7900,27.0967,18.5555,0.4028,0.3545,59.0637,16.2735,21.5398,26.9961,0.9238
Blue Earth,O5D,39.0106,35.3780,23.6716,0.3978,0.3608,66.0419,14.0862,24.4493,28.2168,1.0481
Blue Earth,O6D,52.9152,49.7987,35.5632,0.3827,0.3601,75.9455,10.7297,24.5226,26.7672,1.1583
Blue Earth,O7D,63.2172,60.0846,46.8113,0.3716,0.3532,81.8841,9.9981,21.9064,24.0801,1.1426
Blue Earth,Y1A,9.6681,8.3606,3.7280,0.4444,0.3843,34.7228,12.3415,24.2688,27.2266,1.1003
Blue Earth,Y2A,12.5552,10.9334,3.9645,0.4573,0.3983,39.4682,12.9080,31.1417,33.7108,1.1779
Blue Earth,Y3A,20.5184,18.1241,4.8697,0.4716,0.4165,49.6462,13.8659,44.1139,46.2418,1.2663
Blue Earth,Y4A,33.9088,28.9953,4.6709,0.5018,0.4291,60.7775,19.9932,64.2587,67.2971,1.2692
Blue Earth,Y5A,50.1415,45.3732,9.0226,0.4797,0.4340,73.1370,15.5953,68.8519,70.5960,1.3480
Blue Earth,Y6A,63.6671,61.2069,8.8881,0.4760,0.4576,82.4898,8.4094,85.4012,85.8142,1.4726
Blue Earth,Y7A,70.3045,70.5259,24.6818,0.4248,0.4261,87.2542,2.4238,59.3809,59.4304,1.5300
Blue Earth,Y1B,6.8452,6.1975,3.7973,0.4065,0.3680,29.9053,7.9958,15.5738,17.5064,1.0965
Blue Earth,Y2B,13.3700,11.5860,5.6157,0.4373,0.3790,40.5505,13.5805,25.0705,28.5124,1.0744
Blue Earth,Y3B,19.3900,17.1165,7.2077,0.4436,0.3916,48.4065,13.6652,32.3321,35.1013,1.1709
Blue Earth,Y4B,27.7554,24.6239,9.6171,0.4477,0.3972,56.7071,14.8788,38.7009,41.4625,1.2038
Blue Earth,Y5B,37.7264,34.8236,11.7004,0.4478,0.4133,65.6111,11.8633,48.1996,49.6381,1.3295
Blue Earth,Y6B,48.2491,47.1875,14.5577,0.4387,0.4290,74.3096,5.4468,56.2078,56.4711,1.4742
Blue Earth,Y7B,61.4855,61.6484,28.2771,0.4061,0.4072,82.7261,2.3886,46.0722,46.1341,1.5190
Blue Earth,Y1C,5.0484,4.7007,4.2700,0.3601,0.3353,25.8644,5.5449,6.0707,8.2219,0.8306
Blue Earth,Y2C,13.6706,11.9071,7.0884,0.4185,0.3645,41.0681,13.2633,20.1163,24.0952,0.9879
Blue Earth,Y3C,18.2816,16.2838,9.1490,0.4182,0.3725,47.3447,12.5824,23.9883,27.0879,1.0877
Blue Earth,Y4C,27.3532,24.9088,13.7766,0.4142,0.3772,56.9865,12.0810,28.1528,30.6354,1.1654
Blue Earth,Y5C,36.7715,34.9656,21.8638,0.3929,0.3736,65.7218,8.2916,26.9552,28.2017,1.2724
Blue Earth,Y6C,46.5176,45.5488,31.2644,0.3772,0.3693,73.2518,5.2269,25.5110,26.0410,1.3687
Blue Earth,Y7C,61.3996,61.5679,46.0103,0.3634,0.3644,82.6831,2.3745,24.1264,24.2429,1.4727
Blue Earth,Y1D,5.7615,5.4989,4.8352,0.3580,0.3416,28.1113,4.2353,7.1479,8.3084,1.0359
Blue Earth,Y2D,12.1307,10.8156,8.0207,0.3917,0.3493,39.2682,10.8972,13.7214,17.5222,0.8996
Blue Earth,Y3D,19.3404,17.3933,11.7364,0.3990,0.3588,48.7518,11.9279,19.0372,22.4654,1.0111
Blue Earth,Y4D,28.7590,26.5920,17.8462,0.3929,0.3633,58.5948,10.6520,22.1238,24.5546,1.1221
Blue Earth,Y5D,36.6224,34.9317,23.9830,0.3833,0.3656,65.6955,7.9173,23.3413,24.6475,1.2438
Blue Earth,Y6D,48.6783,47.9396,35.3418,0.3689,0.3633,74.7868,4.5564,22.8035,23.2543,1.3736
Blue Earth,Y7D,64.8019,65.3965,54.9835,0.3499,0.3531,84.6876,1.4933,18.6479,18.7076,1.4909
Blue Earth,L1A,7.0433,7.3722,4.2556,0.3772,0.3948,32.6395,-1.8222,17.8268,17.9197,1.6727
Blue Earth,L2A,10.6536,11.1423,5.0334,0.3971,0.4153,39.8191,-2.0295,26.4051,26.4830,1.6475
Blue Earth,L3A,15.1507,16.2380,5.6033,0.4096,0.4390,47.2852,-4.4970,36.7355,37.0097,1.6926
Blue Earth,L4A,24.7226,26.7582,8.0518,0.4153,0.4495,58.7498,-6.3467,47.2051,47.6299,1.7044
Blue Earth,L5A,34.9117,38.7493,10.5302,0.4147,0.4603,68.5693,-10.1657,56.4927,57.4001,1.7488
Blue Earth,L6A,50.7095,53.4567,16.2522,0.4211,0.4439,78.1439,-4.4822,59.0991,59.2688,1.6465
Blue Earth,L7A,62.4335,69.1185,24.6373,0.3997,0.4425,86.5627,-11.9603,58.2602,59.4752,1.7733
Blue Earth,L1B,6.9769,7.2872,4.2305,0.3772,0.3940,32.4521,-1.6699,17.6334,17.7123,1.6652
Blue Earth,L2B,9.6782,10.1182,6.2077,0.3722,0.3891,38.0537,-1.9354,18.3054,18.4074,1.6761
Blue Earth,L3B,16.7102,17.8068,9.0109,0.3839,0.4091,49.2609,-4.1069,27.7231,28.0256,1.7179
Blue Earth,L4B,20.9823,22.6774,9.6659,0.3935,0.4253,54.7385,-5.8634,35.1603,35.6458,1.7360
Blue Earth,L5B,29.3482,31.9253,13.8763,0.3905,0.4248,63.2811,-7.2944,38.7704,39.4507,1.7568
Blue Earth,L6B,47.9890,51.8438,23.0523,0.3905,0.4219,77.1873,-7.6681,44.6951,45.3481,1.7407
Blue Earth,L7B,58.7597,64.5873,27.9685,0.3883,0.4268,84.2706,-10.6884,49.1885,50.3363,1.7848
Blue Earth,L1C,5.7643,5.9321,4.2974,0.3604,0.3709,29.2404,-0.6008,11.7507,11.7661,1.6219
Blue Earth,L2C,9.5331,9.9494,6.6237,0.3652,0.3811,37.7515,-1.7927,16.1473,16.2465,1.6814
Blue Earth,L3C,15.7175,16.6720,10.2337,0.3688,0.3911,47.8441,-3.6016,21.6061,21.9042,1.7360
Blue Earth,L4C,23.8554,25.3102,17.5805,0.3574,0.3792,57.3764,-4.1639,20.5544,20.9719,1.7707
Blue Earth,L5C,28.5444,30.6227,20.3982,0.3588,0.3849,62.1878,-5.6633,23.4672,24.1408,1.8076
Blue Earth,L6C,45.6580,49.0397,33.0765,0.3573,0.3838,75.4760,-6.7774,26.9122,27.7525,1.8175
Blue Earth,L7C,55.0724,59.6480,41.9315,0.3516,0.3808,81.6465,-8.3856,26.7882,28.0700,1.8742
Blue Earth,L1D,4.2469,4.3158,3.8076,0.3433,0.3489,24.6891,0.1961,6.5225,6.5255,1.5407
Blue Earth,L2D,9.1626,9.4187,8.0555,0.3440,0.3536,36.7782,-0.6153,9.3107,9.3310,1.6368
Blue Earth,L3D,15.5510,16.2022,13.0662,0.3470,0.3615,47.2387,-1.9538,13.0551,13.2005,1.7194
Blue Earth,L4D,23.2559,24.4053,19.5366,0.3461,0.3632,56.4914,-2.9860,15.2361,15.5259,1.7643
Blue Earth,L5D,31.9672,33.7311,27.1345,0.3444,0.3634,64.7486,-3.9537,16.7718,17.2315,1.8023
Blue Earth,L6D,46.0708,48.5198,41.5401,0.3384,0.3564,75.1516,-4.2146,16.0319,16.5766,1.8279
Blue Earth,L7D,58.6458,62.0512,55.4299,0.3330,0.3523,82.9406,-5.2283,15.2177,16.0908,1.9017
Blue Earth,E1A,6.9602,8.4402,4.9896,0.3414,0.4139,34.8833,-12.3145,18.0984,21.8906,2.1683
Blue Earth,E2A,8.9423,11.3881,5.9806,0.3399,0.4328,40.2266,-17.3123,22.9763,28.7685,2.2165
Blue Earth,E3A,14.0060,17.7277,7.1689,0.3600,0.4557,49.1642,-19.5305,33.7799,39.0195,2.0950
Blue Earth,E4A,24.1154,34.2019,9.7310,0.3544,0.5026,65.1226,-36.4225,52.8696,64.2012,2.1740
Blue Earth,E5A,30.1436,40.6099,9.0420,0.3778,0.5089,69.9017,-32.8371,63.2133,71.2334,2.0499
Blue Earth,E6A,42.5397,52.7531,11.4095,0.3987,0.4944,77.7290,-25.5193,69.8656,74.3804,1.9210
Blue Earth,E7A,50.8992,60.7550,14.8970,0.4022,0.4801,82.2468,-21.6675,69.1258,72.4421,1.8745
Blue Earth,E1B,6.4422,8.2381,6.3359,0.3065,0.3920,34.4739,-15.8179,11.6212,19.6280,2.5080
Blue Earth,E2B,8.5477,12.2215,8.2838,0.2942,0.4207,41.5660,-26.4458,16.8009,31.3313,2.5756
Blue Earth,E3B,14.4336,21.3247,10.6300,0.3111,0.4597,53.3030,-34.7374,29.8906,45.8272,2.4311
Blue Earth,E4B,22.3645,31.8644,13.5317,0.3301,0.4702,63.2307,-36.0402,39.5010,53.4717,2.3104
Blue Earth,E5B,33.4318,43.9683,20.4410,0.3417,0.4494,72.2073,-30.9264,40.6644,51.0885,2.2210
Blue Earth,E6B,44.7856,56.7913,32.1225,0.3350,0.4248,80.0621,-29.0287,36.0890,46.3151,2.2482
Blue Earth,E7B,56.8787,68.1259,40.6194,0.3434,0.4113,86.0694,-22.9883,35.9060,42.6345,2.1403
Blue Earth,E1C,4.1275,4.4810,4.6109,0.3122,0.3390,25.2019,-3.6759,3.2145,4.8832,2.4231
Blue Earth,E2C,8.1620,10.7849,8.4075,0.2984,0.3943,39.2159,-19.7016,12.3405,23.2474,2.5820
Blue Earth,E3C,14.4030,19.0002,12.5325,0.3135,0.4136,50.6874,-23.6498,20.3260,31.1843,2.4316
Blue Earth,E4C,24.6136,29.9486,19.1369,0.3340,0.4064,61.6098,-19.1393,24.8144,31.3380,2.2278
Blue Earth,E5C,36.4205,42.5727,28.9812,0.3373,0.3943,71.2640,-16.7479,25.2880,30.3311,2.1558
Blue Earth,E6C,45.0764,53.2870,34.9175,0.3382,0.3998,78.0441,-19.4993,28.9568,34.9102,2.1634
Blue Earth,E7C,59.0558,66.7740,49.8110,0.3362,0.3802,85.3897,-14.8051,24.8782,28.9502,2.1076
Blue Earth,E1D,4.9202,5.4850,5.4568,0.3102,0.3458,28.0742,-5.5675,4.2496,7.0040,2.4896
Blue Earth,E2D,10.0125,11.4595,9.7434,0.3208,0.3671,40.3438,-9.1757,10.1106,13.6535,2.3078
Blue Earth,E3D,15.9350,17.9828,14.1889,0.3312,0.3738,49.4752,-9.3851,14.2375,17.0524,2.1536
Blue Earth,E4D,23.5444,26.1115,19.5350,0.3403,0.3774,58.1427,-8.8293,18.0861,20.1262,2.0249
Blue Earth,E5D,31.5997,34.9644,24.7890,0.3459,0.3827,65.7209,-9.4683,22.0832,24.0274,1.9758
Blue Earth,E6D,43.1684,48.1235,37.7397,0.3346,0.3730,74.9028,-11.4818,20.0450,23.1005,2.0910
Blue Earth,E7D,57.5767,62.9107,51.3109,0.3351,0.3662,83.3954,-9.7637,19.9497,22.2108,2.0259
Blue Earth,C1A,7.6199,8.1608,22.3061,0.2001,0.2143,34.3156,-3.5240,-27.9567,28.1779,4.5870
Blue Earth,C2A,12.5494,15.5813,38.4590,0.1885,0.2340,46.4202,-17.0964,-29.9258,34.4650,4.1933
Blue Earth,C3A,22.6214,26.6077,62.6105,0.2023,0.2379,58.6094,-14.9560,-33.1712,36.3869,4.2888
Blue Earth,C4A,28.2265,32.7769,69.1706,0.2168,0.2518,63.9799,-14.6227,-29.3764,32.8146,4.2505
Blue Earth,C5A,34.6136,39.4103,74.3896,0.2332,0.2655,69.0474,-13.2383,-24.7447,28.0634,4.2211
Blue Earth,C6A,54.2926,59.2764,89.7546,0.2670,0.2915,81.4433,-9.4659,-14.4414,17.2673,4.1322
Blue Earth,C7A,65.7838,70.4510,97.1223,0.2819,0.3019,87.2176,-7.2230,-9.3473,11.8129,4.0545
Blue Earth,C1B,8.5977,9.1670,20.2240,0.2263,0.2413,36.3039,-3.3330,-20.8425,21.1073,4.5538
Blue Earth,C2B,12.1984,14.3674,28.4735,0.2216,0.2610,44.7553,-12.2915,-19.6813,23.2042,4.1541
Blue Earth,C3B,18.4079,21.6502,40.5866,0.2283,0.2685,53.6539,-13.9560,-19.9449,24.3428,4.1018
Blue Earth,C4B,26.2587,29.9393,50.3188,0.2465,0.2811,61.6018,-12.2288,-16.6432,20.6528,4.0787
Blue Earth,C5B,37.7335,41.7712,62.5565,0.2656,0.2940,70.7129,-10.1046,-12.2567,15.8849,4.0229
Blue Earth,C6B,52.8742,57.0014,77.8121,0.2817,0.3037,80.1804,-7.6292,-8.1389,11.1556,3.9593
Blue Earth,C7B,63.3922,67.2777,87.3499,0.2908,0.3086,85.6440,-5.8101,-5.5547,8.0381,3.9045
Blue Earth,C1C,6.7533,7.0358,13.4314,0.2481,0.2585,31.8882,-1.4761,-14.2973,14.3733,4.6095
Blue Earth,C2C,11.1765,12.6493,21.1882,0.2483,0.2810,42.2300,-8.5802,-12.3620,15.0478,4.1056
Blue Earth,C3C,16.8102,19.1395,29.0976,0.2584,0.2942,50.8501,-10.4050,-10.0757,14.4839,3.9109
Blue Earth,C4C,24.6027,27.3905,38.7041,0.2713,0.3020,59.3340,-9.3762,-7.9522,12.2943,3.8450
Blue Earth,C5C,35.5059,38.5911,51.0768,0.2837,0.3083,68.4540,-7.6698,-5.5807,9.4852,3.7706
Blue Earth,C6C,51.0238,54.2506,68.5597,0.2935,0.3121,78.6076,-5.6538,-3.6622,6.7362,3.7164
Blue Earth,C7C,61.5672,64.7476,79.8889,0.2986,0.3140,84.3535,-4.4366,-2.4780,5.0817,3.6510
Blue Earth,C1D,7.0136,7.1479,10.6205,0.2830,0.2884,32.1413,0.0319,-6.5685,6.5686,4.7172
Blue Earth,C2D,13.0212,13.8807,17.4264,0.2937,0.3131,44.0614,-3.8107,-2.0920,4.3472,3.6436
Blue Earth,C3D,19.2600,20.9152,25.2643,0.2943,0.3196,52.8566,-6.1683,-0.8513,6.2268,3.2787
Blue Earth,C4D,26.7199,28.5847,33.4701,0.3010,0.3220,60.4133,-5.2307,0.4252,5.2480,3.0605
Blue Earth,C5D,34.4620,36.4594,41.6230,0.3062,0.3240,66.8694,-4.3670,1.6584,4.6713,2.7787
Blue Earth,C6D,50.2886,52.3995,59.6364,0.3098,0.3228,77.5191,-2.9025,2.0354,3.5451,2.5300
Blue Earth,C7D,59.1189,61.2253,69.6535,0.3112,0.3222,82.4997,-2.1981,2.1659,3.0859,2.3636
Blue Earth,B1A,8.4849,6.9855,26.9936,0.1998,0.1645,31.7739,15.2177,-39.8689,42.6744,5.0770
Blue Earth,B2A,16.2493,12.9518,63.1763,0.1759,0.1402,42.6905,21.6412,-61.1036,64.8228,5.0528
Blue Earth,B3A,21.8233,20.6839,70.4371,0.1932,0.1831,52.6018,7.2898,-50.0086,50.5371,4.8571
